number,value,datetime_start,datetime_complete,duration,params_frame_gap,params_over_duration,params_over_height_threshold,state
181,0.16565965718464007,2023-06-20 14:21:08.592322,2023-06-20 14:23:29.678498,0 days 00:02:21.086176,56,25,1.9012891608659845,COMPLETE
182,0.164467461551208,2023-06-20 14:21:25.058671,2023-06-20 14:23:46.819263,0 days 00:02:21.760592,56,25,1.9251514235975864,COMPLETE
183,0.16188645500506696,2023-06-20 14:21:42.884893,2023-06-20 14:24:08.463712,0 days 00:02:25.578819,56,25,1.6979983121192492,COMPLETE
184,0.1654368917900237,2023-06-20 14:21:52.596857,2023-06-20 14:24:19.704444,0 days 00:02:27.107587,57,31,1.9241065984404733,COMPLETE
185,0.17693737708780038,2023-06-20 14:22:07.828304,2023-06-20 14:24:33.344653,0 days 00:02:25.516349,57,82,1.9273588564897708,COMPLETE
186,0.16545147828811935,2023-06-20 14:22:20.344264,2023-06-20 14:24:45.590039,0 days 00:02:25.245775,57,25,1.9107442041004368,COMPLETE
187,0.17807870390434122,2023-06-20 14:22:34.443430,2023-06-20 14:25:01.018761,0 days 00:02:26.575331,59,31,2.099538619914124,COMPLETE
188,0.17075339617636046,2023-06-20 14:22:40.248395,2023-06-20 14:25:06.615349,0 days 00:02:26.366954,58,32,1.6312084989012887,COMPLETE
189,0.18254844411199236,2023-06-20 14:23:03.455403,2023-06-20 14:25:21.714132,0 days 00:02:18.258729,59,25,2.1131214637301365,COMPLETE
190,0.17812073181513793,2023-06-20 14:23:09.773514,2023-06-20 14:25:33.588036,0 days 00:02:23.814522,59,31,1.910645952932498,COMPLETE
191,0.1801655815994308,2023-06-20 14:23:20.810302,2023-06-20 14:25:41.618019,0 days 00:02:20.807717,59,31,1.8841912174832554,COMPLETE
192,0.17812073181513793,2023-06-20 14:23:24.914726,2023-06-20 14:25:46.936617,0 days 00:02:22.021891,59,31,1.911171074974897,COMPLETE
193,0.17367531461749494,2023-06-20 14:23:29.704087,2023-06-20 14:25:40.479057,0 days 00:02:10.774970,58,32,1.9380904049526206,COMPLETE
194,0.17807870390434122,2023-06-20 14:23:46.839292,2023-06-20 14:25:58.020886,0 days 00:02:11.181594,59,31,2.0906753501137043,COMPLETE
195,0.2447998878011256,2023-06-20 14:24:08.507058,2023-06-20 14:26:23.905424,0 days 00:02:15.398366,59,31,3.323859675200674,COMPLETE
196,0.17453486877041163,2023-06-20 14:24:19.723223,2023-06-20 14:26:36.235105,0 days 00:02:16.511882,59,31,1.619828924433317,COMPLETE
197,0.2432254392271312,2023-06-20 14:24:33.370952,2023-06-20 14:26:48.918430,0 days 00:02:15.547478,59,31,3.3087489881761227,COMPLETE
198,0.17453486877041163,2023-06-20 14:24:45.615891,2023-06-20 14:26:58.184459,0 days 00:02:12.568568,59,31,1.6176833676063898,COMPLETE
199,0.17453486877041163,2023-06-20 14:25:01.095758,2023-06-20 14:27:18.668125,0 days 00:02:17.572367,59,31,1.6174275239807538,COMPLETE
200,0.1743511932470622,2023-06-20 14:25:06.635483,2023-06-20 14:27:25.854920,0 days 00:02:19.219437,59,31,1.6397251002273658,COMPLETE
201,0.18426154358457958,2023-06-20 14:25:21.762935,2023-06-20 14:27:33.242950,0 days 00:02:11.480015,64,31,2.4298755601037754,COMPLETE
202,0.16278358174008645,2023-06-20 14:25:33.632337,2023-06-20 14:27:56.232031,0 days 00:02:22.599694,53,30,1.6321782585968654,COMPLETE
203,0.16278358174008645,2023-06-20 14:25:40.937689,2023-06-20 14:27:53.133825,0 days 00:02:12.196136,53,28,1.6302649288593092,COMPLETE
204,0.2519424796935951,2023-06-20 14:25:41.643105,2023-06-20 14:28:28.766883,0 days 00:02:47.123778,-11,27,1.620947284970611,COMPLETE
205,0.17351764203879613,2023-06-20 14:25:46.956752,2023-06-20 14:28:06.881888,0 days 00:02:19.925136,64,28,1.659722682547917,COMPLETE
206,0.2516493188077307,2023-06-20 14:25:58.470638,2023-06-20 14:28:32.370530,0 days 00:02:33.899892,-24,28,1.6217578995882658,COMPLETE
207,0.16248176185926616,2023-06-20 14:26:23.935876,2023-06-20 14:28:36.810226,0 days 00:02:12.874350,53,27,1.626905420047673,COMPLETE
208,0.18614039657549095,2023-06-20 14:26:36.269678,2023-06-20 14:28:48.644338,0 days 00:02:12.374660,53,27,2.4204154422686015,COMPLETE
209,0.1635395586302339,2023-06-20 14:26:48.944326,2023-06-20 14:29:06.115850,0 days 00:02:17.171524,53,27,1.6568285455832237,COMPLETE
210,0.16039866700603184,2023-06-20 14:26:58.243633,2023-06-20 14:29:11.972489,0 days 00:02:13.728856,54,27,1.6660363842661348,COMPLETE
211,0.16621982100577323,2023-06-20 14:27:18.692620,2023-06-20 14:29:34.841756,0 days 00:02:16.149136,53,27,1.7856620133984193,COMPLETE
212,0.2524152658065198,2023-06-20 14:27:25.888236,2023-06-20 14:29:49.357677,0 days 00:02:23.469441,-19,27,1.6815145594251757,COMPLETE
213,0.16257286039791066,2023-06-20 14:27:33.259396,2023-06-20 14:29:41.926109,0 days 00:02:08.666713,53,27,1.6771577507311095,COMPLETE
214,0.1594319687737086,2023-06-20 14:27:53.160940,2023-06-20 14:30:04.805255,0 days 00:02:11.644315,54,27,1.6739918823271738,COMPLETE
215,0.16221001478190347,2023-06-20 14:27:56.249387,2023-06-20 14:30:15.440376,0 days 00:02:19.190989,54,27,1.7989787743320598,COMPLETE
216,0.24915653389448394,2023-06-20 14:28:06.907968,2023-06-20 14:30:34.596094,0 days 00:02:27.688126,-13,27,1.78045878348343,COMPLETE
217,0.16309567426131294,2023-06-20 14:28:29.227204,2023-06-20 14:30:50.261118,0 days 00:02:21.033914,54,27,1.8025510931349853,COMPLETE
218,0.16290312360266906,2023-06-20 14:28:32.386002,2023-06-20 14:30:44.140025,0 days 00:02:11.754023,55,27,1.7909624475773898,COMPLETE
219,0.16198670228605458,2023-06-20 14:28:36.833981,2023-06-20 14:30:51.801385,0 days 00:02:14.967404,54,27,1.7754221546780982,COMPLETE
220,0.16224559604823782,2023-06-20 14:28:48.666871,2023-06-20 14:31:04.318545,0 days 00:02:15.651674,54,27,1.7844762094265523,COMPLETE
221,0.16290312360266906,2023-06-20 14:29:06.149099,2023-06-20 14:31:21.245951,0 days 00:02:15.096852,55,27,1.7925088426597733,COMPLETE
222,0.16293870486900341,2023-06-20 14:29:12.004501,2023-06-20 14:31:25.273484,0 days 00:02:13.268983,55,27,1.7891208756265704,COMPLETE
223,0.1637829314485241,2023-06-20 14:29:34.863395,2023-06-20 14:31:51.712426,0 days 00:02:16.849031,55,25,1.7872287885950204,COMPLETE
224,0.19949970140628837,2023-06-20 14:29:41.961386,2023-06-20 14:31:52.131359,0 days 00:02:10.169973,55,96,1.803454314119199,COMPLETE
225,0.16378205217001676,2023-06-20 14:29:49.788017,2023-06-20 14:32:08.122661,0 days 00:02:18.334644,55,25,1.8121893739369304,COMPLETE
226,0.19828677927452296,2023-06-20 14:30:04.837586,2023-06-20 14:32:18.644867,0 days 00:02:13.807281,55,95,1.7915984243980945,COMPLETE
227,0.1632454360084006,2023-06-20 14:30:15.491679,2023-06-20 14:32:37.363335,0 days 00:02:21.871656,55,25,1.792837267195279,COMPLETE
228,0.16352403768634088,2023-06-20 14:30:34.641266,2023-06-20 14:32:54.606386,0 days 00:02:19.965120,55,25,1.7786478087210904,COMPLETE
229,0.15985470725923825,2023-06-20 14:30:44.178931,2023-06-20 14:32:56.841332,0 days 00:02:12.662401,55,25,1.7280348942942605,COMPLETE
230,0.3083211133677116,2023-06-20 14:30:50.297686,2023-06-20 14:33:09.162764,0 days 00:02:18.865078,55,25,3.8461173329067866,COMPLETE
231,0.3222774196006536,2023-06-20 14:30:51.840814,2023-06-20 14:33:06.864767,0 days 00:02:15.023953,56,25,4.03071538379905,COMPLETE
232,0.16154655406556218,2023-06-20 14:31:04.370909,2023-06-20 14:33:20.318229,0 days 00:02:15.947320,56,25,1.7057570560533533,COMPLETE
233,0.16058252591816696,2023-06-20 14:31:21.273480,2023-06-20 14:33:36.574242,0 days 00:02:15.300762,57,25,1.7237071911913582,COMPLETE
234,0.1609519172825836,2023-06-20 14:31:25.700675,2023-06-20 14:33:36.649914,0 days 00:02:10.949239,57,25,1.7060768312642969,COMPLETE
235,0.1607589963977064,2023-06-20 14:31:51.731449,2023-06-20 14:34:08.211453,0 days 00:02:16.480004,57,25,1.698903681722641,COMPLETE
236,0.17229281453484135,2023-06-20 14:31:52.180110,2023-06-20 14:34:02.960503,0 days 00:02:10.780393,62,25,1.6964481461712315,COMPLETE
237,0.20085229578532726,2023-06-20 14:32:08.152307,2023-06-20 14:34:24.223646,0 days 00:02:16.071339,62,29,2.700159361124058,COMPLETE
238,0.20909128986104208,2023-06-20 14:32:18.701617,2023-06-20 14:34:30.935676,0 days 00:02:12.234059,62,29,2.767540544764829,COMPLETE
239,0.17307804235204477,2023-06-20 14:32:37.375052,2023-06-20 14:34:51.635101,0 days 00:02:14.260049,62,29,1.7064743634049901,COMPLETE
240,0.1729438041955854,2023-06-20 14:32:54.638200,2023-06-20 14:35:09.786428,0 days 00:02:15.148228,62,29,1.693973778023418,COMPLETE
241,0.1720719255437176,2023-06-20 14:32:56.868327,2023-06-20 14:35:01.859094,0 days 00:02:04.990767,62,30,1.7107153481267234,COMPLETE
242,0.16094762919488392,2023-06-20 14:33:06.904649,2023-06-20 14:35:11.773487,0 days 00:02:04.868838,57,29,1.6989703208555298,COMPLETE
243,0.16094762919488392,2023-06-20 14:33:09.200048,2023-06-20 14:35:16.038418,0 days 00:02:06.838370,57,29,1.697545877203217,COMPLETE
244,0.1729438041955854,2023-06-20 14:33:20.341174,2023-06-20 14:35:18.690037,0 days 00:01:58.348863,62,29,1.6971475005369168,COMPLETE
245,0.16228673218647793,2023-06-20 14:33:36.629998,2023-06-20 14:35:25.629630,0 days 00:01:48.999632,57,29,1.7086961453210416,COMPLETE
246,0.1729438041955854,2023-06-20 14:33:36.708771,2023-06-20 14:35:24.260675,0 days 00:01:47.551904,62,29,1.6985746241807176,COMPLETE
247,0.16124417733986524,2023-06-20 14:34:02.991949,2023-06-20 14:35:29.976196,0 days 00:01:26.984247,57,29,1.561258508188905,COMPLETE
248,0.18254233457355745,2023-06-20 14:34:08.719126,2023-06-20 14:35:32.061292,0 days 00:01:23.342166,61,29,2.2660271828616088,COMPLETE
249,0.18648181438414893,2023-06-20 14:34:24.310550,2023-06-20 14:35:32.809917,0 days 00:01:08.499367,57,29,2.521397819659278,COMPLETE
